"GMSL","year","id"
104.98,2023-05-22,1118
104.82,2023-06-01,1119
104.62,2023-06-11,1120
105.65,2023-06-21,1121
104.87,2023-07-01,1122
104.58,2023-07-11,1123
103.71,2023-07-21,1124
103.09,2023-07-31,1125
103.1,2023-08-10,1126
102.55,2023-08-20,1127
103.22,2023-08-30,1128
104.08,2023-09-09,1129
104.94,2023-09-19,1130
104.46,2023-09-29,1131
105.5,2023-10-09,1132
107.19,2023-10-19,1133
108.01,2023-10-29,1134
108.85,2023-11-08,1135
109.89,2023-11-18,1136
111.15,2023-11-28,1137
113.29,2023-12-08,1138
111.87,2023-12-18,1139
111.74,2023-12-28,1140
112.91,2024-01-07,1141
113.2,2024-01-17,1142
113.47,2024-01-27,1143
113.7,2024-02-06,1144
113.08,2024-02-16,1145
112.51,2024-02-26,1146
111.58,2024-03-07,1147
109.44,2024-03-17,1148
110.03,2024-03-27,1149
108.76,2024-04-06,1150
108.86,2024-04-16,1151
108.87,2024-04-26,1152
108.91,2024-05-06,1153
107.46,2024-05-16,1154
109.14,2024-05-26,1155
108.35,2024-06-05,1156
108.2,2024-06-15,1157
107.99,2024-06-25,1158
109.02,2024-07-05,1159
108.24,2024-07-15,1160
107.95,2024-07-25,1161
107.09,2024-08-04,1162
106.46,2024-08-14,1163
106.47,2024-08-24,1164
105.92,2024-09-03,1165
106.6,2024-09-13,1166
107.45,2024-09-23,1167
108.31,2024-10-03,1168
107.84,2024-10-13,1169
108.87,2024-10-23,1170
110.56,2024-11-02,1171
111.38,2024-11-12,1172
112.22,2024-11-22,1173
113.27,2024-12-02,1174
114.52,2024-12-12,1175
116.66,2024-12-22,1176
115.25,2025-01-01,1177
115.12,2025-01-11,1178
116.28,2025-01-21,1179
116.57,2025-01-31,1180
116.85,2025-02-10,1181
117.07,2025-02-20,1182
116.45,2025-03-02,1183
115.89,2025-03-12,1184
114.95,2025-03-22,1185
112.81,2025-04-01,1186
113.41,2025-04-11,1187
112.14,2025-04-21,1188
112.23,2025-05-01,1189
112.24,2025-05-11,1190
112.28,2025-05-21,1191
110.83,2025-05-31,1192
112.51,2025-06-10,1193
111.72,2025-06-20,1194
111.57,2025-06-30,1195
111.37,2025-07-10,1196
112.39,2025-07-20,1197
111.61,2025-07-30,1198
111.33,2025-08-09,1199
110.46,2025-08-19,1200
109.83,2025-08-29,1201
109.85,2025-09-08,1202
109.29,2025-09-18,1203
109.97,2025-09-28,1204
110.82,2025-10-08,1205
111.68,2025-10-18,1206
111.21,2025-10-28,1207
112.25,2025-11-07,1208
113.93,2025-11-17,1209
114.76,2025-11-27,1210
115.59,2025-12-07,1211
116.64,2025-12-17,1212
117.9,2025-12-27,1213
120.04,2026-01-06,1214
118.62,2026-01-16,1215
118.49,2026-01-26,1216
119.65,2026-02-05,1217
119.94,2026-02-15,1218
120.22,2026-02-25,1219
120.45,2026-03-07,1220
119.82,2026-03-17,1221
119.26,2026-03-27,1222
118.33,2026-04-06,1223
116.19,2026-04-16,1224
116.78,2026-04-26,1225
115.51,2026-05-06,1226
115.6,2026-05-16,1227
115.62,2026-05-26,1228
115.65,2026-06-05,1229
114.2,2026-06-15,1230
115.88,2026-06-25,1231
115.09,2026-07-05,1232
114.94,2026-07-15,1233
114.74,2026-07-25,1234
115.77,2026-08-04,1235
114.99,2026-08-14,1236
114.7,2026-08-24,1237
113.83,2026-09-03,1238
113.2,2026-09-13,1239
113.22,2026-09-23,1240
112.66,2026-10-03,1241
113.34,2026-10-13,1242
114.19,2026-10-23,1243
115.06,2026-11-02,1244
114.58,2026-11-12,1245
115.62,2026-11-22,1246
117.31,2026-12-02,1247
118.13,2026-12-12,1248
118.96,2026-12-22,1249
120.01,2027-01-01,1250
121.27,2027-01-11,1251
123.41,2027-01-21,1252
121.99,2027-01-31,1253
121.86,2027-02-10,1254
123.03,2027-02-20,1255
123.31,2027-03-02,1256
123.59,2027-03-12,1257
123.82,2027-03-22,1258
123.19,2027-04-01,1259
122.63,2027-04-11,1260
121.7,2027-04-21,1261
119.56,2027-05-01,1262
120.15,2027-05-11,1263
118.88,2027-05-21,1264
118.98,2027-05-31,1265
118.99,2027-06-10,1266
119.02,2027-06-20,1267
117.58,2027-06-30,1268
119.26,2027-07-10,1269
118.47,2027-07-20,1270
118.31,2027-07-30,1271
118.11,2027-08-09,1272
119.14,2027-08-19,1273
118.36,2027-08-29,1274
118.07,2027-09-08,1275
117.21,2027-09-18,1276
116.58,2027-09-28,1277
116.59,2027-10-08,1278
116.04,2027-10-18,1279
116.71,2027-10-28,1280
117.57,2027-11-07,1281
118.43,2027-11-17,1282
117.95,2027-11-27,1283
118.99,2027-12-07,1284
120.68,2027-12-17,1285
121.5,2027-12-27,1286
122.34,2028-01-06,1287
123.38,2028-01-16,1288
124.64,2028-01-26,1289
126.78,2028-02-05,1290
125.36,2028-02-15,1291
125.24,2028-02-25,1292
126.4,2028-03-06,1293
126.69,2028-03-16,1294
126.97,2028-03-26,1295
127.19,2028-04-05,1296
126.57,2028-04-15,1297
126,2028-04-25,1298
125.07,2028-05-05,1299
122.93,2028-05-15,1300
123.52,2028-05-25,1301
122.25,2028-06-04,1302
122.35,2028-06-14,1303
122.36,2028-06-24,1304
122.4,2028-07-04,1305
120.95,2028-07-14,1306
122.63,2028-07-24,1307
121.84,2028-08-03,1308
121.69,2028-08-13,1309
121.48,2028-08-23,1310
122.51,2028-09-02,1311
121.73,2028-09-12,1312
121.44,2028-09-22,1313
120.58,2028-10-02,1314
119.95,2028-10-12,1315
119.96,2028-10-22,1316
119.41,2028-11-01,1317
120.09,2028-11-11,1318
120.94,2028-11-21,1319
121.8,2028-12-01,1320
121.33,2028-12-11,1321
122.36,2028-12-21,1322
124.05,2028-12-31,1323
124.87,2029-01-10,1324
125.71,2029-01-20,1325
126.76,2029-01-30,1326
128.01,2029-02-09,1327
130.15,2029-02-19,1328
128.74,2029-03-01,1329
128.61,2029-03-11,1330
129.77,2029-03-21,1331
130.06,2029-03-31,1332
130.34,2029-04-10,1333
130.57,2029-04-20,1334
129.94,2029-04-30,1335
129.38,2029-05-10,1336
128.44,2029-05-20,1337
126.3,2029-05-30,1338
126.9,2029-06-09,1339
125.63,2029-06-19,1340
125.72,2029-06-29,1341
125.73,2029-07-09,1342
125.77,2029-07-19,1343
124.32,2029-07-29,1344
126,2029-08-08,1345
125.21,2029-08-18,1346
125.06,2029-08-28,1347
124.86,2029-09-07,1348
125.88,2029-09-17,1349
125.1,2029-09-27,1350
124.82,2029-10-07,1351
123.95,2029-10-17,1352
123.32,2029-10-27,1353
123.34,2029-11-06,1354
122.78,2029-11-16,1355
123.46,2029-11-26,1356
124.31,2029-12-06,1357
125.17,2029-12-16,1358
124.7,2029-12-26,1359
125.74,2030-01-05,1360
127.42,2030-01-15,1361
128.25,2030-01-25,1362
129.08,2030-02-04,1363
130.13,2030-02-14,1364
131.39,2030-02-24,1365
133.53,2030-03-06,1366
132.11,2030-03-16,1367
131.98,2030-03-26,1368
133.14,2030-04-05,1369
133.43,2030-04-15,1370
133.71,2030-04-25,1371
133.94,2030-05-05,1372
133.31,2030-05-15,1373
132.75,2030-05-25,1374
131.82,2030-06-04,1375
129.68,2030-06-14,1376
130.27,2030-06-24,1377
129,2030-07-04,1378
129.09,2030-07-14,1379
129.11,2030-07-24,1380
129.14,2030-08-03,1381
127.69,2030-08-13,1382
129.38,2030-08-23,1383
128.58,2030-09-02,1384
128.43,2030-09-12,1385
128.23,2030-09-22,1386
129.26,2030-10-02,1387
128.48,2030-10-12,1388
128.19,2030-10-22,1389
127.32,2030-11-01,1390
126.69,2030-11-11,1391
126.71,2030-11-21,1392
126.15,2030-12-01,1393
126.83,2030-12-11,1394
127.68,2030-12-21,1395
128.55,2030-12-31,1396
128.07,2031-01-10,1397
129.11,2031-01-20,1398
130.8,2031-01-30,1399
131.62,2031-02-09,1400
132.45,2031-02-19,1401
133.5,2031-03-01,1402
134.76,2031-03-11,1403
136.9,2031-03-21,1404
135.48,2031-03-31,1405
135.35,2031-04-10,1406
136.52,2031-04-20,1407
136.81,2031-04-30,1408
137.08,2031-05-10,1409
137.31,2031-05-20,1410
136.69,2031-05-30,1411
136.12,2031-06-09,1412
135.19,2031-06-19,1413
133.05,2031-06-29,1414
133.64,2031-07-09,1415
132.37,2031-07-19,1416
