"GMSL","year","id","sea_higher","sea_lower"
57.91,2011-12-08,697,57.91,57.91
56.72,2011-12-18,698,56.72,56.72
56.29,2011-12-28,699,56.29,56.29
59.14,2012-01-07,700,59.14,59.14
58.22,2012-01-17,701,58.22,58.22
59.91,2012-01-26,702,59.91,59.91
58.67,2012-02-05,703,58.67,58.67
59.64,2012-02-15,704,59.64,59.64
58.66,2012-02-25,705,58.66,58.66
56.83,2012-03-06,706,56.83,56.83
56.74,2012-03-16,707,56.74,56.74
57.78,2012-03-26,708,57.78,57.78
56.43,2012-04-05,709,56.43,56.43
56.88,2012-04-15,710,56.88,56.88
57.64,2012-04-25,711,57.64,57.64
57.04,2012-05-05,712,57.04,57.04
57.58,2012-05-15,713,57.58,57.58
55.72,2012-05-24,714,55.72,55.72
57.42,2012-06-03,715,57.42,57.42
61.86,2012-06-13,716,61.86,61.86
60.27,2012-06-23,717,60.27,60.27
60.22,2012-07-03,718,60.22,60.22
64.69,2012-07-13,719,64.69,64.69
67.16,2012-07-23,720,67.16,67.16
66.39,2012-08-02,721,66.39,66.39
67.37,2012-08-12,722,67.37,67.37
64.4,2012-08-22,723,64.4,64.4
69.36,2012-09-01,724,69.36,69.36
69.21,2012-09-11,725,69.21,69.21
72.53,2012-09-20,726,72.53,72.53
72.61,2012-09-30,727,72.61,72.61
73.34,2012-10-10,728,73.34,73.34
71.41,2012-10-20,729,71.41,71.41
71.12,2012-10-30,730,71.12,71.12
71.33,2012-11-09,731,71.33,71.33
70.24,2012-11-19,732,70.24,70.24
69.08,2012-11-29,733,69.08,69.08
71.67,2012-12-09,734,71.67,71.67
67.51,2012-12-19,735,67.51,67.51
68.82,2012-12-29,736,68.82,68.82
67.05,2013-01-08,737,67.05,67.05
65.8,2013-01-17,738,65.8,65.8
68.2,2013-01-27,739,68.2,68.2
67.64,2013-02-06,740,67.64,67.64
65.71,2013-02-16,741,65.71,65.71
65.94,2013-02-26,742,65.94,65.94
67.11,2013-03-08,743,67.11,67.11
66.1,2013-03-18,744,66.1,66.1
66.37,2013-03-28,745,66.37,66.37
64.75,2013-04-07,746,64.75,64.75
60.3,2013-04-17,747,60.3,60.3
62.63,2013-04-27,748,62.63,62.63
62.93,2013-05-07,749,62.93,62.93
60.14,2013-05-16,750,60.14,60.14
59.1,2013-05-26,751,59.1,59.1
59.46,2013-06-05,752,59.46,59.46
59.58,2013-06-15,753,59.58,59.58
61.63,2013-06-25,754,61.63,61.63
60.58,2013-07-05,755,60.58,60.58
61.66,2013-07-15,756,61.66,61.66
65.11,2013-07-25,757,65.11,65.11
66.47,2013-08-04,758,66.47,66.47
62.64,2013-08-14,759,62.64,62.64
65.67,2013-08-24,760,65.67,65.67
67.81,2013-09-03,761,67.81,67.81
68.87,2013-09-12,762,68.87,68.87
68.97,2013-09-22,763,68.97,68.97
70.09,2013-10-02,764,70.09,70.09
69.96,2013-10-12,765,69.96,69.96
72.29,2013-10-22,766,72.29,72.29
72.24,2013-11-01,767,72.24,72.24
70.3,2013-11-11,768,70.3,70.3
70.27,2013-11-21,769,70.27,70.27
69.71,2013-12-01,770,69.71,69.71
65.11,2013-12-11,771,65.11,65.11
65.62,2013-12-21,772,65.62,65.62
66.87,2013-12-31,773,66.87,66.87
65.83,2014-01-09,774,65.83,65.83
66.64,2014-01-19,775,66.64,66.64
66.29,2014-01-29,776,66.29,66.29
67.39,2014-02-08,777,67.39,67.39
69,2014-02-18,778,69,69
69.47,2014-02-28,779,69.47,69.47
67.99,2014-03-10,780,67.99,67.99
67.24,2014-03-20,781,67.24,67.24
67.58,2014-03-30,782,67.58,67.58
65.72,2014-04-09,783,65.72,65.72
63.4,2014-04-19,784,63.4,63.4
61.51,2014-04-28,785,61.51,61.51
62.01,2014-05-08,786,62.01,62.01
60.73,2014-05-18,787,60.73,60.73
62.14,2014-05-28,788,62.14,62.14
63.36,2014-06-07,789,63.36,63.36
62.97,2014-06-17,790,62.97,62.97
65.8,2014-06-27,791,65.8,65.8
68.15,2014-07-07,792,68.15,68.15
69.32,2014-07-17,793,69.32,69.32
68.5,2014-07-27,794,68.5,68.5
72.17,2014-08-06,795,72.17,72.17
73.6,2014-08-16,796,73.6,73.6
74.35,2014-08-25,797,74.35,74.35
73.86,2014-09-04,798,73.86,73.86
74.96,2014-09-14,799,74.96,74.96
72.91,2014-09-24,800,72.91,72.91
75.04,2014-10-04,801,75.04,75.04
78.31,2014-10-14,802,78.31,78.31
77.21,2014-10-24,803,77.21,77.21
73.47,2014-11-03,804,73.47,73.47
72.99,2014-11-13,805,72.99,72.99
69.36,2014-11-23,806,69.36,69.36
71.72,2014-12-03,807,71.72,71.72
77.74,2014-12-13,808,77.74,77.74
73.94,2014-12-22,809,73.94,73.94
68.35,2015-01-01,810,68.35,68.35
71.46,2015-01-11,811,71.46,71.46
71.68,2015-01-21,812,71.68,71.68
74.75,2015-01-31,813,74.75,74.75
73.78,2015-02-10,814,73.78,73.78
77.57,2015-02-20,815,77.57,77.57
75.88,2015-03-02,816,75.88,75.88
73.33,2015-03-12,817,73.33,73.33
73.42,2015-03-22,818,73.42,73.42
75.41,2015-04-01,819,75.41,75.41
74.28,2015-04-11,820,74.28,74.28
74.09,2015-04-20,821,74.09,74.09
73.67,2015-04-30,822,73.67,73.67
71.41,2015-05-10,823,71.41,71.41
69.89,2015-05-20,824,69.89,69.89
73.47,2015-05-30,825,73.47,73.47
75.54,2015-06-09,826,75.54,75.54
77.27,2015-06-19,827,77.27,77.27
78.95,2015-06-29,828,78.95,78.95
79.38,2015-07-09,829,79.38,79.38
81.77,2015-07-19,830,81.77,81.77
82.34,2015-07-29,831,82.34,82.34
83.45,2015-08-08,832,83.45,83.45
82.24,2015-08-17,833,82.24,82.24
89,2015-08-27,834,89,89
89.29,2015-09-06,835,89.29,89.29
88.54,2015-09-16,836,88.54,88.54
88.75,2015-09-26,837,88.75,88.75
89.7,2015-10-06,838,89.7,89.7
90,2015-10-16,839,90,90
92.16,2015-10-26,840,92.16,92.16
88.63,2015-11-05,841,88.63,88.63
85.38,2015-11-15,842,85.38,85.38
88.68,2015-11-25,843,88.68,88.68
85.89,2015-12-05,844,85.89,85.89
82.79,2015-12-14,845,82.79,82.79
80.83,2015-12-24,846,80.83,80.83
79.02,2016-01-03,847,79.02,79.02
84.34,2016-01-13,848,84.34,84.34
86.87,2016-01-23,849,86.87,86.87
81.29,2016-02-02,850,81.29,81.29
84.31,2016-02-12,851,84.31,84.31
83.28,2016-02-22,852,83.28,83.28
83.63,2016-03-03,853,83.63,83.63
82.44,2016-03-13,854,82.44,82.44
85.06,2016-03-23,855,85.06,85.06
81.75,2016-04-01,856,81.75,81.75
80.99,2016-04-11,857,80.99,80.99
78.06,2016-04-21,858,78.06,78.06
77.15,2016-05-01,859,77.15,77.15
75.34,2016-05-11,860,75.34,75.34
75.12,2016-05-21,861,75.12,75.12
78.17,2016-05-31,862,78.17,78.17
78.61,2016-06-10,863,78.61,78.61
80.66,2016-06-20,864,80.66,80.66
79.74,2016-06-30,865,79.74,79.74
79.84,2016-07-10,866,79.84,79.84
80.09,2016-07-20,867,80.09,80.09
78.32,2016-07-29,868,78.32,78.32
78.88,2016-08-08,869,78.88,78.88
78.95,2016-08-18,870,78.95,78.95
83.82,2016-08-28,871,83.82,83.82
86.21,2016-09-07,872,86.21,86.21
85.23,2016-09-17,873,85.23,85.23
82.79,2016-09-27,874,82.79,82.79
82.27,2016-10-07,875,82.27,82.27
84.9,2016-10-17,876,84.9,84.9
86.01,2016-10-27,877,86.01,86.01
85.58,2016-11-06,878,85.58,85.58
86.85,2016-11-16,879,86.85,86.85
89.21,2016-11-25,880,89.21,89.21
84.51,2016-12-05,881,84.51,84.51
81.76,2016-12-15,882,81.76,81.76
81.09,2016-12-25,883,81.09,81.09
79.77,2017-01-04,884,79.77,79.77
80.14,2017-01-14,885,80.14,80.14
78.33,2017-01-24,886,78.33,78.33
77.57,2017-02-03,887,77.57,77.57
77.01,2017-02-13,888,77.01,77.01
79.01,2017-02-23,889,79.01,79.01
78.41,2017-03-05,890,78.41,78.41
79.13,2017-03-15,891,79.13,79.13
80.22,2017-03-24,892,80.22,80.22
80.87,2017-04-03,893,80.87,80.87
78.38,2017-04-13,894,78.38,78.38
78.75,2017-04-23,895,78.75,78.75
76.99,2017-05-03,896,76.99,76.99
77.42,2017-05-13,897,77.42,77.42
74.42,2017-05-23,898,74.42,74.42
77.83,2017-06-02,899,77.83,77.83
78.6,2017-06-12,900,78.6,78.6
78.66,2017-06-22,901,78.66,78.66
78.37,2017-07-02,902,78.37,78.37
78.9,2017-07-12,903,78.9,78.9
81.14,2017-07-21,904,81.14,81.14
85.64,2017-07-31,905,85.64,85.64
85.03,2017-08-10,906,85.03,85.03
85.5,2017-08-20,907,85.5,85.5
88.04,2017-08-30,908,88.04,88.04
90.08,2017-09-09,909,90.08,90.08
89.89,2017-09-19,910,89.89,89.89
87.6,2017-09-29,911,87.6,87.6
87.63,2017-10-09,912,87.63,87.63
88.62,2017-10-19,913,88.62,88.62
89.01,2017-10-29,914,89.01,89.01
91.46,2017-11-08,915,91.46,91.46
89.98,2017-11-17,916,89.98,89.98
91.27,2017-11-27,917,91.27,91.27
89.28,2017-12-07,918,89.28,89.28
88.59,2017-12-17,919,88.59,88.59
84.99,2017-12-27,920,84.99,84.99
84.34,2018-01-06,921,84.34,84.34
83.98,2018-01-16,922,83.98,83.98
84.51,2018-01-26,923,84.51,84.51
86.35,2018-02-05,924,86.35,86.35
84.17,2018-02-15,925,84.17,84.17
81.39,2018-02-25,926,81.39,81.39
84.86,2018-03-07,927,84.86,84.86
84.74,2018-03-16,928,84.74,84.74
81.45,2018-03-26,929,81.45,81.45
79,2018-04-05,930,79,79
80.47,2018-04-15,931,80.47,80.47
80.65,2018-04-25,932,80.65,80.65
81.59,2018-05-05,933,81.59,81.59
81.22,2018-05-15,934,81.22,81.22
81.05,2018-05-25,935,81.05,81.05
83.39,2018-06-04,936,83.39,83.39
82.93,2018-06-14,937,82.93,82.93
81.53,2018-06-24,938,81.53,81.53
81.71,2018-07-03,939,81.71,81.71
84.95,2018-07-13,940,84.95,84.95
87.16,2018-07-23,941,87.16,87.16
86.44,2018-08-02,942,86.44,86.44
87.41,2018-08-12,943,87.41,87.41
88.93,2018-08-22,944,88.93,88.93
91.33,2018-09-01,945,91.33,91.33
94.83,2018-09-11,946,94.83,94.83
94.01,2018-09-21,947,94.01,94.01
97.4,2018-10-01,948,97.4,97.4
95.24,2018-10-11,949,95.24,95.24
95.64,2018-10-21,950,95.64,95.64
96.95,2018-10-30,951,96.95,96.95
94.06,2018-11-09,952,94.06,94.06
91.45,2018-11-19,953,91.45,91.45
89.29,2018-11-29,954,89.29,89.29
89.91,2018-12-09,955,89.91,89.91
88.95,2018-12-19,956,88.95,88.95
88.14,2018-12-29,957,88.14,88.14
86.76,2019-01-08,958,86.76,86.76
92.22,2019-01-18,959,92.22,92.22
89.23,2019-01-28,960,89.23,89.23
91.39,2019-02-07,961,91.39,91.39
89.51,2019-02-17,962,89.51,89.51
88.88,2019-02-26,963,88.88,88.88
89.6,2019-03-08,964,89.6,89.6
91.9,2019-03-18,965,91.9,91.9
89.1,2019-03-28,966,89.1,89.1
87.77,2019-04-07,967,87.77,87.77
85.98,2019-04-17,968,85.98,85.98
89.77,2019-04-27,969,89.77,89.77
90.88,2019-05-07,970,90.88,90.88
89.32,2019-05-17,971,89.32,89.32
88.26,2019-05-27,972,88.26,88.26
88.61,2019-06-06,973,88.61,88.61
91.36,2019-06-16,974,91.36,91.36
90.52,2019-06-25,975,90.52,90.52
90.66,2019-07-05,976,90.66,90.66
93.14,2019-07-15,977,93.14,93.14
92.99,2019-07-25,978,92.99,92.99
93.98,2019-08-04,979,93.98,93.98
98.32,2019-08-14,980,98.32,98.32
101.4,2019-08-24,981,101.4,101.4
100.44,2019-09-03,982,100.44,100.44
102.31,2019-09-13,983,102.31,102.31
101.93,2019-09-23,984,101.93,101.93
99.62,2019-10-03,985,99.62,99.62
100.85,2019-10-13,986,100.85,100.85
98.07,2019-10-22,987,98.07,98.07
96.53,2019-11-01,988,96.53,96.53
100.64,2019-11-11,989,100.64,100.64
99.9,2019-11-21,990,99.9,99.9
98.26,2019-12-01,991,98.26,98.26
98.07,2019-12-11,992,98.07,98.07
94.47,2019-12-21,993,94.47,94.47
93.86,2019-12-31,994,93.86,93.86
90.85,2020-01-10,995,90.85,90.85
88.9,2020-01-20,996,88.9,88.9
91.26,2020-01-30,997,91.26,91.26
85.61,2020-02-09,998,85.61,85.61
91.76,2020-02-18,999,91.76,91.76
90.73,2020-02-28,1000,90.73,90.73
93.05,2020-03-09,1001,93.05,93.05
90.17,2020-03-19,1002,90.17,90.17
90.91,2020-03-29,1003,90.91,90.91
90.09,2020-04-08,1004,90.09,90.09
88.21,2020-04-18,1005,88.21,88.21
91.56,2020-04-28,1006,91.56,91.56
94.23,2020-05-08,1007,94.23,94.23
93.06,2020-05-18,1008,93.06,93.06
90.72,2020-05-28,1009,90.72,90.72
91.65,2020-06-07,1010,91.65,91.65
88.54,2020-06-16,1011,88.54,88.54
90.28,2020-06-26,1012,90.28,90.28
91.58,2020-07-06,1013,91.58,91.58
93.33,2020-07-16,1014,93.33,93.33
94.18,2020-07-26,1015,94.18,94.18
95.1,2020-08-05,1016,95.1,95.1
94.35,2020-08-15,1017,97.23,91.46
95.38,2020-08-25,1018,98.62,92.15
97.07,2020-09-04,1019,100.63,93.51
97.89,2020-09-14,1020,101.74,94.04
98.73,2020-09-24,1021,102.85,94.6
99.77,2020-10-04,1022,104.15,95.39
101.03,2020-10-14,1023,105.65,96.41
103.17,2020-10-24,1024,108.02,98.32
101.76,2020-11-03,1025,106.83,96.68
101.63,2020-11-13,1026,106.91,96.34
102.79,2020-11-23,1027,108.27,97.31
103.08,2020-12-03,1028,108.76,97.4
103.36,2020-12-13,1029,109.23,97.49
103.58,2020-12-23,1030,109.64,97.53
102.96,2021-01-02,1031,109.19,96.73
102.39,2021-01-12,1032,108.8,95.99
101.46,2021-01-22,1033,108.03,94.89
99.32,2021-02-01,1034,106.06,92.59
99.92,2021-02-11,1035,106.81,93.02
98.65,2021-02-21,1036,105.7,91.59
98.74,2021-03-03,1037,105.95,91.53
98.75,2021-03-13,1038,106.11,91.4
98.79,2021-03-23,1039,106.29,91.28
97.34,2021-04-02,1040,104.99,89.69
99.02,2021-04-12,1041,106.81,91.23
98.23,2021-04-22,1042,106.16,90.3
98.08,2021-05-02,1043,106.15,90.01
97.88,2021-05-12,1044,106.08,89.67
98.9,2021-05-22,1045,107.24,90.57
98.12,2021-06-01,1046,106.59,89.66
97.84,2021-06-11,1047,106.43,89.24
96.97,2021-06-21,1048,105.69,88.25
96.34,2021-07-01,1049,105.19,87.49
96.36,2021-07-11,1050,105.33,87.38
95.8,2021-07-21,1051,104.89,86.71
96.48,2021-07-31,1052,105.69,87.26
97.33,2021-08-10,1053,106.66,88
98.19,2021-08-20,1054,107.64,88.74
97.72,2021-08-30,1055,107.28,88.15
98.76,2021-09-09,1056,108.43,89.08
100.44,2021-09-19,1057,110.23,90.65
101.26,2021-09-29,1058,111.17,91.36
102.1,2021-10-09,1059,112.12,92.08
103.15,2021-10-19,1060,113.27,93.02
104.4,2021-10-29,1061,114.64,94.17
106.55,2021-11-08,1062,116.89,96.2
105.13,2021-11-18,1063,115.58,94.68
105,2021-11-28,1064,115.55,94.45
106.16,2021-12-08,1065,116.82,95.51
106.45,2021-12-18,1066,117.21,95.69
106.73,2021-12-28,1067,117.59,95.87
106.96,2022-01-07,1068,117.92,95.99
106.33,2022-01-17,1069,117.4,95.27
105.77,2022-01-27,1070,116.93,94.6
104.84,2022-02-06,1071,116.1,93.57
102.7,2022-02-16,1072,114.06,91.33
103.29,2022-02-26,1073,114.75,91.83
102.02,2022-03-08,1074,113.57,90.46
102.11,2022-03-18,1075,113.76,90.46
102.13,2022-03-28,1076,113.87,90.38
102.16,2022-04-07,1077,114,90.32
100.71,2022-04-17,1078,112.65,88.78
102.39,2022-04-27,1079,114.42,90.37
101.6,2022-05-07,1080,113.72,89.48
101.45,2022-05-17,1081,113.66,89.24
101.25,2022-05-27,1082,113.55,88.95
102.28,2022-06-06,1083,114.67,89.88
101.49,2022-06-16,1084,113.98,89.01
101.21,2022-06-26,1085,113.78,88.64
100.34,2022-07-06,1086,113,87.68
99.71,2022-07-16,1087,112.46,86.97
99.73,2022-07-26,1088,112.56,86.89
99.17,2022-08-05,1089,112.09,86.25
99.85,2022-08-15,1090,112.86,86.84
100.7,2022-08-25,1091,113.8,87.61
101.57,2022-09-04,1092,114.74,88.39
101.09,2022-09-14,1093,114.35,87.83
102.13,2022-09-24,1094,115.47,88.78
103.81,2022-10-04,1095,117.25,90.38
104.64,2022-10-14,1096,118.15,91.12
105.47,2022-10-24,1097,119.07,91.88
106.52,2022-11-03,1098,120.2,92.84
107.78,2022-11-13,1099,121.54,94.02
109.92,2022-11-23,1100,123.76,96.08
108.5,2022-12-03,1101,122.42,94.58
108.37,2022-12-13,1102,122.37,94.37
109.54,2022-12-23,1103,123.62,95.45
109.82,2023-01-02,1104,123.99,95.66
110.1,2023-01-12,1105,124.34,95.86
110.33,2023-01-22,1106,124.65,96.01
109.7,2023-02-01,1107,124.1,95.31
109.14,2023-02-11,1108,123.62,94.66
108.21,2023-02-21,1109,122.76,93.65
106.07,2023-03-03,1110,120.7,91.44
106.66,2023-03-13,1111,121.37,91.95
105.39,2023-03-23,1112,120.18,90.61
105.49,2023-04-02,1113,120.35,90.63
105.5,2023-04-12,1114,120.43,90.56
105.53,2023-04-22,1115,120.54,90.52
104.08,2023-05-02,1116,119.17,89
105.77,2023-05-12,1117,120.93,90.61
104.98,2023-05-22,1118,120.21,89.74
104.82,2023-06-01,1119,120.13,89.51
104.62,2023-06-11,1120,120,89.24
105.65,2023-06-21,1121,121.1,90.19
104.87,2023-07-01,1122,120.4,89.34
104.58,2023-07-11,1123,120.18,88.98
103.71,2023-07-21,1124,119.39,88.04
103.09,2023-07-31,1125,118.83,87.34
103.1,2023-08-10,1126,118.92,87.28
102.55,2023-08-20,1127,118.43,86.66
103.22,2023-08-30,1128,119.18,87.26
104.08,2023-09-09,1129,120.11,88.04
104.94,2023-09-19,1130,121.04,88.84
104.46,2023-09-29,1131,120.64,88.29
105.5,2023-10-09,1132,121.74,89.26
107.19,2023-10-19,1133,123.5,90.87
108.01,2023-10-29,1134,124.39,91.63
108.85,2023-11-08,1135,125.3,92.39
109.89,2023-11-18,1136,126.41,93.37
111.15,2023-11-28,1137,127.74,94.56
113.29,2023-12-08,1138,129.95,96.63
111.87,2023-12-18,1139,128.6,95.15
111.74,2023-12-28,1140,128.54,94.95
112.91,2024-01-07,1141,129.77,96.05
113.2,2024-01-17,1142,130.13,96.27
113.47,2024-01-27,1143,130.47,96.48
113.7,2024-02-06,1144,130.76,96.64
113.08,2024-02-16,1145,130.21,95.95
112.51,2024-02-26,1146,129.71,95.32
111.58,2024-03-07,1147,128.84,94.32
109.44,2024-03-17,1148,126.77,92.11
110.03,2024-03-27,1149,127.43,92.64
108.76,2024-04-06,1150,126.22,91.3
108.86,2024-04-16,1151,126.38,91.33
108.87,2024-04-26,1152,126.46,91.28
108.91,2024-05-06,1153,126.56,91.25
107.46,2024-05-16,1154,125.18,89.74
109.14,2024-05-26,1155,126.92,91.35
108.35,2024-06-05,1156,126.2,90.5
108.2,2024-06-15,1157,126.11,90.28
107.99,2024-06-25,1158,125.97,90.02
109.02,2024-07-05,1159,127.06,90.98
108.24,2024-07-15,1160,126.34,90.14
107.95,2024-07-25,1161,126.12,89.79
107.09,2024-08-04,1162,125.32,88.86
106.46,2024-08-14,1163,124.75,88.16
106.47,2024-08-24,1164,124.83,88.12
105.92,2024-09-03,1165,124.34,87.5
106.6,2024-09-13,1166,125.08,88.11
107.45,2024-09-23,1167,125.99,88.9
108.31,2024-10-03,1168,126.92,89.71
107.84,2024-10-13,1169,126.5,89.17
108.87,2024-10-23,1170,127.6,90.14
110.56,2024-11-02,1171,129.35,91.77
111.38,2024-11-12,1172,130.23,92.53
112.22,2024-11-22,1173,131.13,93.31
113.27,2024-12-02,1174,132.24,94.29
114.52,2024-12-12,1175,133.56,95.49
116.66,2024-12-22,1176,135.76,97.57
115.25,2025-01-01,1177,134.4,96.09
115.12,2025-01-11,1178,134.33,95.9
116.28,2025-01-21,1179,135.56,97.01
116.57,2025-01-31,1180,135.91,97.23
116.85,2025-02-10,1181,136.24,97.45
117.07,2025-02-20,1182,136.53,97.62
116.45,2025-03-02,1183,135.96,96.93
115.89,2025-03-12,1184,135.46,96.31
114.95,2025-03-22,1185,134.59,95.32
112.81,2025-04-01,1186,132.51,93.12
113.41,2025-04-11,1187,133.16,93.66
112.14,2025-04-21,1188,131.95,92.33
112.23,2025-05-01,1189,132.1,92.36
112.24,2025-05-11,1190,132.17,92.32
112.28,2025-05-21,1191,132.26,92.29
110.83,2025-05-31,1192,130.87,90.79
112.51,2025-06-10,1193,132.61,92.41
111.72,2025-06-20,1194,131.88,91.56
111.57,2025-06-30,1195,131.78,91.35
111.37,2025-07-10,1196,131.64,91.09
112.39,2025-07-20,1197,132.72,92.06
111.61,2025-07-30,1198,132,91.23
111.33,2025-08-09,1199,131.77,90.88
110.46,2025-08-19,1200,130.96,89.96
109.83,2025-08-29,1201,130.39,89.27
109.85,2025-09-08,1202,130.46,89.23
109.29,2025-09-18,1203,129.96,88.62
109.97,2025-09-28,1204,130.7,89.24
110.82,2025-10-08,1205,131.61,90.04
111.68,2025-10-18,1206,132.52,90.84
111.21,2025-10-28,1207,132.11,90.31
112.25,2025-11-07,1208,133.2,91.29
113.93,2025-11-17,1209,134.94,92.92
114.76,2025-11-27,1210,135.82,93.69
115.59,2025-12-07,1211,136.71,94.47
116.64,2025-12-17,1212,137.81,95.46
117.9,2025-12-27,1213,139.12,96.67
120.04,2026-01-06,1214,141.32,98.75
118.62,2026-01-16,1215,139.96,97.28
118.49,2026-01-26,1216,139.88,97.1
119.65,2026-02-05,1217,141.1,98.2
119.94,2026-02-15,1218,141.45,98.44
120.22,2026-02-25,1219,141.78,98.66
120.45,2026-03-07,1220,142.06,98.83
119.82,2026-03-17,1221,141.49,98.15
119.26,2026-03-27,1222,140.98,97.54
118.33,2026-04-06,1223,140.1,96.55
116.19,2026-04-16,1224,138.02,94.36
116.78,2026-04-26,1225,138.66,94.9
115.51,2026-05-06,1226,137.45,93.57
115.6,2026-05-16,1227,137.59,93.61
115.62,2026-05-26,1228,137.66,93.57
115.65,2026-06-05,1229,137.75,93.55
114.2,2026-06-15,1230,136.35,92.05
115.88,2026-06-25,1231,138.09,93.68
115.09,2026-07-05,1232,137.35,92.84
114.94,2026-07-15,1233,137.25,92.63
114.74,2026-07-25,1234,137.1,92.38
115.77,2026-08-04,1235,138.18,93.35
114.99,2026-08-14,1236,137.45,92.52
114.7,2026-08-24,1237,137.22,92.18
113.83,2026-09-03,1238,136.41,91.26
113.2,2026-09-13,1239,135.83,90.58
113.22,2026-09-23,1240,135.9,90.54
112.66,2026-10-03,1241,135.39,89.93
113.34,2026-10-13,1242,136.12,90.56
114.19,2026-10-23,1243,137.03,91.36
115.06,2026-11-02,1244,137.94,92.17
114.58,2026-11-12,1245,137.52,91.64
115.62,2026-11-22,1246,138.61,92.63
117.31,2026-12-02,1247,140.35,94.27
118.13,2026-12-12,1248,141.22,95.04
118.96,2026-12-22,1249,142.11,95.82
120.01,2027-01-01,1250,143.2,96.82
121.27,2027-01-11,1251,144.51,98.02
123.41,2027-01-21,1252,146.71,100.11
121.99,2027-01-31,1253,145.34,98.64
121.86,2027-02-10,1254,145.26,98.46
123.03,2027-02-20,1255,146.48,99.58
123.31,2027-03-02,1256,146.81,99.81
123.59,2027-03-12,1257,147.14,100.04
123.82,2027-03-22,1258,147.42,100.22
123.19,2027-04-01,1259,146.85,99.54
122.63,2027-04-11,1260,146.33,98.93
121.7,2027-04-21,1261,145.45,97.95
119.56,2027-05-01,1262,143.36,95.76
120.15,2027-05-11,1263,144,96.3
118.88,2027-05-21,1264,142.78,94.98
118.98,2027-05-31,1265,142.93,95.02
118.99,2027-06-10,1266,142.99,94.99
119.02,2027-06-20,1267,143.08,94.97
117.58,2027-06-30,1268,141.68,93.47
119.26,2027-07-10,1269,143.41,95.11
118.47,2027-07-20,1270,142.67,94.27
118.31,2027-07-30,1271,142.56,94.06
118.11,2027-08-09,1272,142.41,93.81
119.14,2027-08-19,1273,143.49,94.79
118.36,2027-08-29,1274,142.76,93.96
118.07,2027-09-08,1275,142.52,93.63
117.21,2027-09-18,1276,141.7,92.71
116.58,2027-09-28,1277,141.12,92.03
116.59,2027-10-08,1278,141.18,92
116.04,2027-10-18,1279,140.68,91.39
116.71,2027-10-28,1280,141.4,92.02
117.57,2027-11-07,1281,142.31,92.83
118.43,2027-11-17,1282,143.22,93.64
117.95,2027-11-27,1283,142.79,93.12
118.99,2027-12-07,1284,143.88,94.11
120.68,2027-12-17,1285,145.61,95.75
121.5,2027-12-27,1286,146.48,96.52
122.34,2028-01-06,1287,147.37,97.31
123.38,2028-01-16,1288,148.46,98.31
124.64,2028-01-26,1289,149.77,99.52
126.78,2028-02-05,1290,151.95,101.61
125.36,2028-02-15,1291,150.59,100.14
125.24,2028-02-25,1292,150.5,99.97
126.4,2028-03-06,1293,151.72,101.08
126.69,2028-03-16,1294,152.05,101.32
126.97,2028-03-26,1295,152.38,101.55
127.19,2028-04-05,1296,152.65,101.73
126.57,2028-04-15,1297,152.07,101.06
126,2028-04-25,1298,151.56,100.45
125.07,2028-05-05,1299,150.67,99.47
122.93,2028-05-15,1300,148.58,97.28
123.52,2028-05-25,1301,149.22,97.83
122.25,2028-06-04,1302,148,96.51
122.35,2028-06-14,1303,148.14,96.56
122.36,2028-06-24,1304,148.2,96.52
122.4,2028-07-04,1305,148.28,96.51
120.95,2028-07-14,1306,146.88,95.02
122.63,2028-07-24,1307,148.61,96.65
121.84,2028-08-03,1308,147.86,95.82
121.69,2028-08-13,1309,147.76,95.62
121.48,2028-08-23,1310,147.6,95.37
122.51,2028-09-02,1311,148.67,96.35
121.73,2028-09-12,1312,147.94,95.52
121.44,2028-09-22,1313,147.7,95.19
120.58,2028-10-02,1314,146.88,94.28
119.95,2028-10-12,1315,146.3,93.6
119.96,2028-10-22,1316,146.36,93.57
119.41,2028-11-01,1317,145.85,92.97
120.09,2028-11-11,1318,146.57,93.6
120.94,2028-11-21,1319,147.47,94.41
121.8,2028-12-01,1320,148.38,95.22
121.33,2028-12-11,1321,147.95,94.7
122.36,2028-12-21,1322,149.03,95.69
124.05,2028-12-31,1323,150.77,97.33
124.87,2029-01-10,1324,151.64,98.11
125.71,2029-01-20,1325,152.52,98.9
126.76,2029-01-30,1326,153.61,99.9
128.01,2029-02-09,1327,154.91,101.12
130.15,2029-02-19,1328,157.1,103.21
128.74,2029-03-01,1329,155.73,101.75
128.61,2029-03-11,1330,155.64,101.57
129.77,2029-03-21,1331,156.85,102.69
130.06,2029-03-31,1332,157.18,102.94
130.34,2029-04-10,1333,157.51,103.17
130.57,2029-04-20,1334,157.78,103.35
129.94,2029-04-30,1335,157.2,102.68
129.38,2029-05-10,1336,156.68,102.07
128.44,2029-05-20,1337,155.79,101.09
126.3,2029-05-30,1338,153.7,98.91
126.9,2029-06-09,1339,154.34,99.46
125.63,2029-06-19,1340,153.11,98.14
125.72,2029-06-29,1341,153.25,98.19
125.73,2029-07-09,1342,153.31,98.16
125.77,2029-07-19,1343,153.39,98.15
124.32,2029-07-29,1344,151.98,96.66
126,2029-08-08,1345,153.71,98.3
125.21,2029-08-18,1346,152.96,97.46
125.06,2029-08-28,1347,152.86,97.26
